,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_main,weather_description,Time,Date,Ride_count
254,43.36,39.87,37.02,45.27,1022,36,5.82,,,,,1,Clear,sky is clear,11,2014-04-10,627
255,47.01,44.91,42.75,49.26,1023,34,4.7,,,,,1,Clear,sky is clear,12,2014-04-10,623
256,49.89,47.08,48.0,53.04,1023,29,6.93,,,,,1,Clear,sky is clear,13,2014-04-10,822
257,52.29,48.4,49.95,54.03,1024,25,6.93,,,,,1,Clear,sky is clear,14,2014-04-10,1056
258,54.61,50.94,53.04,57.18,1024,25,4.7,,,,,1,Clear,sky is clear,15,2014-04-10,1333
259,56.53,53.11,53.55,60.19,1023,26,4.7,,,,,1,Clear,sky is clear,16,2014-04-10,1553
260,57.13,53.82,54.23,61.18,1022,27,9.17,,,,,1,Clear,sky is clear,17,2014-04-10,1757
261,56.79,53.44,54.23,62.56,1021,27,10.29,,,,,1,Clear,sky is clear,18,2014-04-10,1535
262,56.39,53.04,54.23,65.05,1021,28,10.29,,,,,1,Clear,sky is clear,19,2014-04-10,1312
263,56.88,53.73,54.23,61.18,1019,31,8.05,,,,,1,Clear,sky is clear,20,2014-04-10,1461
264,57.15,54.16,55.35,62.94,1019,34,9.17,,,,,1,Clear,sky is clear,21,2014-04-10,1477
265,56.8,54.07,54.95,60.76,1018,40,16.11,,,,,1,Clear,sky is clear,22,2014-04-10,969
266,55.71,53.13,52.23,58.98,1018,46,8.05,2.29,,,,1,Rain,moderate rain,23,2014-04-10,572
267,55.13,52.56,53.55,57.88,1018,47,11.41,,,,,1,Clear,sky is clear,00,2014-04-11,250
268,54.88,52.18,53.24,57.31,1018,45,6.93,,,,,1,Clear,sky is clear,01,2014-04-11,161
269,54.77,51.87,53.04,56.37,1018,41,6.93,,,,,1,Clear,sky is clear,02,2014-04-11,109
270,55.38,52.56,51.75,58.05,1017,41,9.17,,,,,1,Clear,sky is clear,03,2014-04-11,197
271,54.64,51.84,51.75,58.05,1017,43,0.0,,,,,40,Clouds,scattered clouds,04,2014-04-11,228
272,56.1,53.2,53.04,58.05,1017,38,4.7,,,,,1,Clear,sky is clear,05,2014-04-11,337
273,55.92,53.15,53.04,58.05,1016,41,4.7,,,,,1,Clear,sky is clear,06,2014-04-11,800
274,55.53,52.9,51.75,57.54,1015,45,8.05,,,,,1,Clear,sky is clear,07,2014-04-11,1041
275,55.18,52.7,51.06,57.54,1015,49,8.05,,,,,1,Clear,sky is clear,08,2014-04-11,926
276,53.26,50.92,48.99,56.37,1015,56,4.7,,,,,1,Clear,sky is clear,09,2014-04-11,606
277,54.7,52.41,50.23,57.54,1015,54,3.36,,,,,20,Clouds,few clouds,10,2014-04-11,631
278,56.64,54.36,53.94,58.26,1015,50,8.05,,,,,20,Clouds,few clouds,11,2014-04-11,664
279,57.2,54.97,54.95,58.98,1017,50,4.7,,,,,1,Clear,sky is clear,12,2014-04-11,702
280,58.82,56.66,57.16,60.75,1017,48,6.93,,,,,1,Clear,sky is clear,13,2014-04-11,880
281,62.46,60.28,60.75,63.18,1017,40,4.7,,,,,1,Clear,sky is clear,14,2014-04-11,893
282,66.76,64.87,64.35,69.39,1017,37,9.17,,,,,1,Clear,sky is clear,15,2014-04-11,1266
283,69.13,67.48,66.9,71.24,1016,37,5.82,,,,,1,Clear,sky is clear,16,2014-04-11,1432
284,71.64,70.2,68.31,74.03,1016,36,8.05,,,,,1,Clear,sky is clear,17,2014-04-11,1591
285,74.52,73.22,71.19,78.04,1015,33,8.05,,,,,1,Clear,sky is clear,18,2014-04-11,1518
286,73.44,72.03,69.75,78.04,1014,33,6.93,,,,,1,Clear,sky is clear,19,2014-04-11,1357
287,70.83,69.26,68.23,75.9,1014,35,6.93,,,,,1,Clear,sky is clear,20,2014-04-11,1155
288,70.27,68.54,63.95,75.16,1014,33,3.36,,,,,1,Clear,sky is clear,21,2014-04-11,1180
289,66.81,65.26,62.55,69.76,1015,44,11.41,,,,,1,Clear,sky is clear,22,2014-04-11,1382
290,65.8,64.44,62.55,67.35,1015,50,4.7,,,,,90,Rain,light rain,23,2014-04-11,1114
291,63.45,62.11,60.75,64.74,1016,56,4.7,,,,,20,Clouds,few clouds,00,2014-04-12,666
292,62.42,61.18,59.95,64.06,1017,60,5.82,,,,,20,Drizzle,light intensity drizzle,01,2014-04-12,458
293,61.36,60.15,59.31,63.05,1016,63,4.7,0.26,,,,20,Drizzle,light intensity drizzle,02,2014-04-12,272
294,61.36,60.15,59.31,63.05,1016,63,4.7,0.26,,,,20,Rain,light rain,02,2014-04-12,272
295,60.42,59.18,57.94,62.06,1016,64,4.7,0.35,,,,90,Rain,light rain,03,2014-04-12,178
296,59.43,58.32,56.95,61.03,1016,69,0.0,0.69,,,,90,Drizzle,light intensity drizzle,04,2014-04-12,159
297,59.43,58.32,56.95,61.03,1016,69,0.0,0.69,,,,90,Rain,light rain,04,2014-04-12,159
298,58.01,56.89,55.35,59.23,1017,72,5.82,0.3,,,,90,Drizzle,light intensity drizzle,05,2014-04-12,170
299,58.01,56.89,55.35,59.23,1017,72,5.82,0.3,,,,90,Rain,light rain,05,2014-04-12,170
300,57.45,56.34,55.02,59.23,1017,73,3.36,,,,,90,Drizzle,light intensity drizzle,06,2014-04-12,200
301,55.69,54.54,53.38,57.0,1017,76,3.36,0.3,,,,20,Rain,light rain,07,2014-04-12,255
302,53.85,52.61,51.75,55.36,1018,78,4.7,,,,,75,Clouds,broken clouds,08,2014-04-12,344
303,52.0,50.67,50.95,53.04,1020,80,4.7,,,,,1,Clear,sky is clear,09,2014-04-12,409
304,51.3,49.84,49.95,52.14,1021,79,4.7,,,,,40,Clouds,scattered clouds,10,2014-04-12,514
305,50.9,49.41,46.35,52.14,1021,79,3.36,,,,,1,Clear,sky is clear,11,2014-04-12,544
306,52.0,50.29,50.04,53.94,1022,72,3.36,,,,,1,Clear,sky is clear,12,2014-04-12,611
307,54.95,53.11,53.06,57.15,1023,63,0.0,,,,,1,Clear,sky is clear,13,2014-04-12,628
308,58.23,56.28,55.24,62.28,1024,54,0.0,,,,,1,Clear,sky is clear,14,2014-04-12,715
309,63.7,61.47,62.04,65.26,1024,36,4.7,,,,,1,Clear,sky is clear,15,2014-04-12,1083
310,65.93,63.73,64.0,68.95,1023,32,1.14,,,,,1,Clear,sky is clear,16,2014-04-12,1292
311,70.0,67.93,66.0,72.95,1023,26,2.3,,,,,1,Clear,sky is clear,17,2014-04-12,1230
312,70.3,68.11,67.95,73.94,1022,23,10.29,,,,,1,Clear,sky is clear,18,2014-04-12,1617
313,71.87,69.69,68.95,73.74,1021,20,2.3,,,,,1,Clear,sky is clear,19,2014-04-12,1271
314,70.03,67.91,65.95,74.17,1021,25,3.44,,,,,1,Clear,sky is clear,20,2014-04-12,1063
315,67.05,64.72,64.35,73.18,1021,27,2.3,,,,,1,Clear,sky is clear,21,2014-04-12,1382
316,65.98,63.64,63.95,69.75,1022,29,4.61,,,,,1,Clear,sky is clear,22,2014-04-12,1648
317,62.78,60.26,59.95,67.17,1022,32,3.44,,,,,1,Clear,sky is clear,23,2014-04-12,1461
318,60.26,57.81,57.0,64.18,1022,39,3.44,,,,,1,Clear,sky is clear,00,2014-04-13,1130
319,59.5,56.84,57.24,61.41,1023,36,8.05,,,,,1,Clear,sky is clear,01,2014-04-13,670
320,58.95,56.23,56.95,61.14,1023,36,5.82,,,,,1,Clear,sky is clear,02,2014-04-13,337
321,57.94,55.17,56.23,60.51,1023,37,5.82,,,,,1,Clear,sky is clear,03,2014-04-13,236
322,57.16,54.46,54.23,59.43,1023,40,4.7,,,,,1,Clear,sky is clear,04,2014-04-13,155
323,55.98,53.35,52.38,58.3,1022,44,4.7,,,,,1,Clear,sky is clear,05,2014-04-13,130
324,55.33,52.77,51.39,58.26,1023,47,0.0,,,,,1,Clear,sky is clear,06,2014-04-13,179
325,55.71,53.04,51.39,57.54,1022,44,4.7,,,,,1,Clear,sky is clear,07,2014-04-13,217
326,54.55,52.05,49.95,57.27,1022,50,3.36,,,,,20,Clouds,few clouds,08,2014-04-13,294
327,54.48,52.21,50.38,56.26,1022,55,4.7,,,,,90,Clouds,overcast clouds,09,2014-04-13,439
328,53.87,51.78,51.04,55.74,1022,60,0.0,,,,,75,Clouds,broken clouds,10,2014-04-13,489
329,53.82,52.09,52.95,55.35,1022,68,5.82,,,,,90,Clouds,overcast clouds,11,2014-04-13,581
330,55.11,53.76,53.55,58.05,1022,73,9.17,,,,,40,Clouds,scattered clouds,12,2014-04-13,580
331,58.26,57.22,56.95,61.05,1021,73,10.29,,,,,20,Clouds,few clouds,13,2014-04-13,652
332,58.84,57.99,54.0,63.05,1021,76,4.7,,,,,20,Clouds,few clouds,14,2014-04-13,740
333,61.57,60.73,58.95,67.05,1020,70,5.82,,,,,1,Clear,sky is clear,15,2014-04-13,812
334,66.27,65.55,60.24,74.05,1020,63,3.36,,,,,1,Clear,sky is clear,16,2014-04-13,878
335,70.74,70.05,69.04,74.05,1019,54,4.7,,,,,1,Clear,sky is clear,17,2014-04-13,775
336,72.27,71.49,67.95,80.92,1018,49,6.93,,,,,1,Clear,sky is clear,18,2014-04-13,647
337,74.17,73.22,69.75,82.9,1017,41,8.05,,,,,1,Clear,sky is clear,19,2014-04-13,554
338,74.59,73.67,71.04,82.36,1016,41,3.36,,,,,1,Clear,sky is clear,20,2014-04-13,490
339,75.85,74.88,71.55,82.36,1015,37,8.05,,,,,1,Clear,sky is clear,21,2014-04-13,514
340,73.8,72.99,69.75,81.05,1016,45,6.93,,,,,1,Clear,sky is clear,22,2014-04-13,385
341,71.98,71.19,66.15,79.3,1015,49,10.29,,,,,1,Clear,sky is clear,23,2014-04-13,228
342,69.8,68.88,64.35,78.06,1016,51,10.29,,,,,1,Clear,sky is clear,00,2014-04-14,119
343,66.74,65.66,62.04,72.05,1016,54,10.29,,,,,1,Clear,sky is clear,01,2014-04-14,48
344,65.46,64.49,60.75,70.05,1017,59,8.05,,,,,1,Clear,sky is clear,02,2014-04-14,45
345,65.53,64.65,62.04,67.35,1017,61,0.0,,,,,1,Clear,sky is clear,03,2014-04-14,122
346,64.08,63.28,59.23,68.05,1016,66,6.93,,,,,1,Clear,sky is clear,04,2014-04-14,208
347,64.24,63.55,57.15,67.3,1017,68,3.36,,,,,1,Clear,sky is clear,05,2014-04-14,378
348,63.37,62.71,55.35,65.37,1017,70,4.7,,,,,1,Clear,sky is clear,06,2014-04-14,682
349,61.09,60.42,53.01,66.06,1016,75,3.36,,,,,1,Clear,sky is clear,07,2014-04-14,911
350,61.11,60.49,55.02,64.36,1016,76,0.0,,,,,1,Clear,sky is clear,08,2014-04-14,730
351,62.06,61.48,60.94,63.3,1016,75,4.7,,,,,1,Clear,sky is clear,09,2014-04-14,491
352,61.3,60.71,55.35,65.05,1016,76,4.7,,,,,1,Clear,sky is clear,10,2014-04-14,443
353,59.95,59.22,55.02,65.05,1016,76,4.7,,,,,1,Clear,sky is clear,11,2014-04-14,443
354,62.78,62.15,58.23,66.15,1016,72,9.17,,,,,1,Clear,sky is clear,12,2014-04-14,494
355,63.82,63.19,58.23,68.38,1016,70,4.7,,,,,40,Clouds,scattered clouds,13,2014-04-14,538
356,65.66,65.03,60.75,69.96,1016,66,3.36,,,,,75,Clouds,broken clouds,14,2014-04-14,722
357,70.23,69.78,66.0,78.94,1016,60,10.29,,,,,1,Clear,sky is clear,15,2014-04-14,944
358,72.79,72.27,69.06,76.17,1015,53,0.0,,,,,1,Clear,sky is clear,16,2014-04-14,1030
359,71.02,70.27,66.0,77.95,1014,52,0.0,,,,,1,Clear,sky is clear,17,2014-04-14,965
360,72.32,71.6,67.95,78.76,1014,50,8.05,,,,,20,Clouds,few clouds,18,2014-04-14,721
361,73.65,72.97,69.75,80.55,1013,48,9.17,,,,,40,Clouds,scattered clouds,19,2014-04-14,643
362,72.21,71.35,68.23,79.18,1012,47,12.75,,,,,1,Clear,sky is clear,20,2014-04-14,677
363,69.93,68.97,65.23,78.76,1012,50,8.05,,,,,1,Clear,sky is clear,21,2014-04-14,620
364,69.49,68.59,65.23,75.88,1012,52,4.61,,,,,1,Clear,sky is clear,22,2014-04-14,443
365,65.48,64.45,61.23,73.06,1011,58,11.41,,,,,1,Clear,sky is clear,23,2014-04-14,257
366,64.27,63.32,60.75,71.06,1012,62,9.17,,,,,1,Clear,sky is clear,00,2014-04-15,137
367,63.28,62.42,58.95,68.05,1012,66,9.17,,,,,1,Clear,sky is clear,01,2014-04-15,71
368,61.39,60.62,57.15,68.05,1012,72,9.17,,,,,1,Clear,sky is clear,02,2014-04-15,61
369,60.76,60.06,55.24,68.05,1012,75,5.82,,,,,1,Clear,sky is clear,03,2014-04-15,104
370,59.9,59.31,55.24,67.05,1011,79,5.82,,,,,1,Clear,sky is clear,04,2014-04-15,141
371,59.45,58.91,55.02,67.05,1011,81,6.93,,,,,1,Clear,sky is clear,05,2014-04-15,277
372,59.95,59.45,55.02,67.05,1010,81,6.93,,,,,20,Clouds,few clouds,06,2014-04-15,564
373,58.05,57.54,53.55,68.05,1010,85,9.17,,,,,20,Clouds,few clouds,07,2014-04-15,992
374,57.49,57.02,53.01,64.36,1009,87,4.7,,,,,20,Clouds,few clouds,08,2014-04-15,921
375,59.63,59.34,55.38,66.06,1009,86,5.82,1.27,,,,90,Mist,mist,09,2014-04-15,663
376,59.63,59.34,55.38,66.06,1009,86,5.82,1.27,,,,90,Rain,moderate rain,09,2014-04-15,663
377,58.08,57.96,55.38,62.94,1008,93,9.17,0.99,,,,90,Rain,light rain,10,2014-04-15,727
378,58.08,57.96,55.38,62.94,1008,93,9.17,0.99,,,,90,Mist,mist,10,2014-04-15,727
379,59.29,59.23,57.0,62.94,1008,92,12.75,,,,,90,Clouds,overcast clouds,11,2014-04-15,741
380,60.78,60.69,58.95,64.36,1007,88,0.0,0.3,,,,90,Haze,haze,12,2014-04-15,688
381,60.78,60.69,58.95,64.36,1007,88,0.0,0.3,,,,90,Rain,light rain,12,2014-04-15,688
382,60.46,60.33,57.24,64.36,1006,88,12.75,0.54,,,,90,Rain,light rain,13,2014-04-15,798
383,60.46,60.33,57.24,64.36,1006,88,12.75,0.54,,,,90,Mist,mist,13,2014-04-15,798
384,60.13,60.08,56.23,64.36,1005,90,8.05,1.71,,,,90,Rain,moderate rain,14,2014-04-15,881
385,60.13,60.08,56.23,64.36,1005,90,8.05,1.71,,,,90,Mist,mist,14,2014-04-15,881
386,60.21,60.15,57.24,65.05,1004,90,0.0,2.29,0.3,,,90,Mist,mist,15,2014-04-15,1012
387,60.21,60.15,57.24,65.05,1004,90,0.0,2.29,0.3,,,90,Rain,moderate rain,15,2014-04-15,1012
388,59.52,59.4,56.23,65.05,1003,90,10.29,0.67,,,,90,Rain,light rain,16,2014-04-15,1580
389,59.52,59.4,56.23,65.05,1003,90,10.29,0.67,,,,90,Mist,mist,16,2014-04-15,1580
390,59.25,59.11,54.0,66.06,1002,90,11.41,0.44,,,,90,Rain,light rain,17,2014-04-15,1767
391,59.25,59.11,54.0,66.06,1002,90,11.41,0.44,,,,90,Mist,mist,17,2014-04-15,1767
392,59.38,59.2,55.24,67.05,1001,89,12.75,0.28,,,,90,Mist,mist,18,2014-04-15,1702
393,59.38,59.2,55.24,67.05,1001,89,12.75,0.28,,,,90,Rain,light rain,18,2014-04-15,1702
394,58.66,58.5,53.01,67.05,1000,91,8.05,0.41,,,,90,Rain,light rain,19,2014-04-15,1743
395,58.66,58.5,53.01,67.05,1000,91,8.05,0.41,,,,90,Mist,mist,19,2014-04-15,1743
396,59.25,59.02,53.01,68.05,1000,88,4.7,0.28,,,,90,Rain,light rain,20,2014-04-15,1802
397,59.79,59.47,52.18,66.16,1001,85,3.36,0.25,0.8,,,90,Rain,light rain,21,2014-04-15,1629
398,51.1,49.68,49.95,53.31,1004,80,16.11,2.57,,,,90,Rain,moderate rain,22,2014-04-15,1076
399,47.43,42.37,45.3,48.94,1005,84,11.41,1.02,,,,90,Rain,moderate rain,23,2014-04-15,564
400,44.6,38.39,43.23,46.99,1007,83,12.75,0.49,,,,90,Rain,light rain,00,2014-04-16,216
401,41.59,35.06,39.54,43.23,1009,85,11.41,1.11,,,,90,Rain,moderate rain,01,2014-04-16,97
402,38.75,31.5,36.3,39.94,1010,85,11.41,1.24,,,,90,Rain,moderate rain,02,2014-04-16,72
403,35.44,30.47,34.14,37.94,1012,88,5.82,1.27,,,,90,Snow,light snow,03,2014-04-16,122
404,35.44,30.47,34.14,37.94,1012,88,5.82,1.27,,,,90,Mist,mist,03,2014-04-16,122
405,35.44,30.47,34.14,37.94,1012,88,5.82,1.27,,,,90,Rain,moderate rain,03,2014-04-16,122
406,34.68,26.91,33.76,35.58,1013,86,10.29,0.2,,,,90,Snow,light snow,04,2014-04-16,168
407,34.68,26.91,33.76,35.58,1013,86,10.29,0.2,,,,90,Mist,mist,04,2014-04-16,168
408,34.68,26.91,33.76,35.58,1013,86,10.29,0.2,,,,90,Rain,light rain,04,2014-04-16,168
409,34.61,26.31,33.75,35.94,1014,82,11.41,1.9,,,,90,Snow,light snow,05,2014-04-16,330
410,34.61,26.31,33.75,35.94,1014,82,11.41,1.9,,,,90,Rain,moderate rain,05,2014-04-16,330
411,35.83,27.84,34.38,37.35,1015,71,11.41,0.78,,,,90,Rain,light rain,06,2014-04-16,695
412,35.71,28.18,34.38,36.95,1015,68,10.29,0.25,,,,75,Rain,light rain,07,2014-04-16,938
413,34.63,26.35,33.76,35.94,1018,64,11.41,,,,,75,Clouds,broken clouds,08,2014-04-16,904
414,33.89,26.49,31.96,35.55,1018,62,9.17,,,,,75,Clouds,broken clouds,09,2014-04-16,646
415,32.36,27.79,30.16,33.94,1021,58,4.7,0.25,,,,20,Rain,light rain,10,2014-04-16,557
416,32.31,27.72,30.38,34.18,1023,55,4.7,,,,,75,Clouds,broken clouds,11,2014-04-16,583
417,32.54,27.01,31.23,34.18,1024,54,5.82,,,,,1,Clear,sky is clear,12,2014-04-16,589
418,34.11,26.76,33.51,35.55,1025,50,9.17,,,,,1,Clear,sky is clear,13,2014-04-16,675
419,35.76,30.85,34.0,38.17,1027,47,5.82,0.25,,,,1,Rain,light rain,14,2014-04-16,843
420,38.39,32.04,36.95,39.94,1028,44,9.17,1.27,,,,1,Rain,moderate rain,15,2014-04-16,1127
421,41.56,37.06,39.0,44.38,1029,38,6.93,1.27,,,,1,Rain,moderate rain,16,2014-04-16,1418
422,43.54,40.86,41.95,46.38,1029,35,4.7,1.02,,,,1,Rain,moderate rain,17,2014-04-16,1514
423,45.05,41.88,42.06,46.94,1030,34,5.82,0.51,,,,1,Rain,light rain,18,2014-04-16,1310
424,46.27,46.27,44.24,48.94,1030,31,0.0,,,,,1,Clear,sky is clear,19,2014-04-16,1187
425,47.44,46.45,44.94,49.95,1030,30,3.36,,,,,1,Clear,sky is clear,20,2014-04-16,1220
426,47.59,46.62,46.06,49.3,1030,30,3.36,,,,,1,Clear,sky is clear,21,2014-04-16,1238
427,47.53,47.53,45.95,49.17,1030,28,0.0,,,,,1,Clear,sky is clear,22,2014-04-16,778
428,46.72,42.3,45.27,48.15,1031,30,9.17,0.25,,,,1,Rain,light rain,23,2014-04-16,490
429,45.57,41.34,43.38,47.17,1032,29,8.05,,,,,1,Clear,sky is clear,00,2014-04-17,227
430,44.94,39.65,43.27,46.06,1033,31,10.29,,,,,1,Clear,sky is clear,01,2014-04-17,108
431,43.14,43.14,41.38,44.55,1034,33,2.3,,,,,1,Clear,sky is clear,02,2014-04-17,101
432,42.3,36.84,40.95,43.05,1035,34,9.17,,,,,1,Clear,sky is clear,03,2014-04-17,131
433,39.9,34.45,39.15,40.98,1035,36,8.05,,,,,1,Clear,sky is clear,04,2014-04-17,210
434,38.95,33.91,37.36,39.9,1036,42,6.93,,,,,1,Clear,sky is clear,05,2014-04-17,347
435,38.66,32.94,36.37,39.54,1036,44,8.05,,,,,1,Clear,sky is clear,06,2014-04-17,766
436,37.71,30.2,35.38,38.37,1037,46,11.41,,,,,1,Clear,sky is clear,07,2014-04-17,1052
437,37.51,31.53,35.38,38.37,1037,47,8.05,,,,,1,Clear,sky is clear,08,2014-04-17,898
438,37.33,30.72,33.76,38.95,1037,51,9.17,,,,,1,Clear,sky is clear,09,2014-04-17,656
439,36.57,29.79,34.38,37.94,1038,53,9.17,,,,,1,Clear,sky is clear,10,2014-04-17,611
440,36.54,29.21,35.28,38.17,1039,55,10.29,,,,,1,Clear,sky is clear,11,2014-04-17,665
441,37.71,29.68,36.23,39.18,1040,51,12.75,,,,,1,Clear,sky is clear,12,2014-04-17,706
442,38.57,30.76,37.74,40.17,1041,46,12.75,,,,,1,Clear,sky is clear,13,2014-04-17,849
443,41.13,35.92,39.0,42.76,1041,49,8.05,,,,,1,Clear,sky is clear,14,2014-04-17,983
444,43.11,36.5,40.95,44.56,1041,48,12.75,,,,,1,Clear,sky is clear,15,2014-04-17,1179
445,45.0,39.72,40.95,47.95,1041,46,10.29,,,,,1,Clear,sky is clear,16,2014-04-17,1478
446,46.63,43.16,44.04,49.05,1040,44,6.93,,,,,20,Clouds,few clouds,17,2014-04-17,1637
447,45.39,41.13,42.01,49.17,1040,46,8.05,,,,,90,Clouds,overcast clouds,18,2014-04-17,1680
448,46.36,43.45,43.0,49.17,1040,47,5.82,,,,,90,Clouds,overcast clouds,19,2014-04-17,1541
449,45.82,45.82,43.0,48.9,1039,49,0.0,,,,,90,Clouds,overcast clouds,20,2014-04-17,1514
450,45.99,42.39,43.0,49.98,1038,51,6.93,,,,,20,Clouds,few clouds,21,2014-04-17,1529
451,45.88,44.67,44.02,48.9,1038,51,3.36,,,,,75,Clouds,broken clouds,22,2014-04-17,1331
452,44.35,42.93,41.0,48.9,1038,54,3.36,0.51,,,,20,Rain,light rain,23,2014-04-17,774
453,42.57,38.26,41.27,44.55,1038,62,6.93,,,,,1,Clear,sky is clear,00,2014-04-18,438
454,41.74,41.74,39.99,45.05,1038,66,2.3,,,,,1,Clear,sky is clear,01,2014-04-18,222
455,40.89,36.95,39.15,42.96,1037,66,5.82,,,,,1,Clear,sky is clear,02,2014-04-18,148
456,40.96,36.34,39.0,42.75,1037,66,6.93,,,,,1,Clear,sky is clear,03,2014-04-18,208
457,39.88,39.88,39.0,40.98,1037,60,0.0,,,,,1,Clear,sky is clear,04,2014-04-18,228
458,38.35,32.56,37.27,39.94,1037,64,8.05,,,,,1,Clear,sky is clear,05,2014-04-18,292
459,38.48,34.07,37.02,41.05,1037,67,5.82,,,,,1,Clear,sky is clear,06,2014-04-18,401
460,38.25,34.66,37.02,41.05,1036,66,4.7,,,,,75,Clouds,broken clouds,07,2014-04-18,646
461,37.98,33.48,36.23,39.94,1035,66,5.82,,,,,90,Clouds,overcast clouds,08,2014-04-18,720
462,37.0,30.33,35.24,37.94,1033,67,9.17,,,,,90,Clouds,overcast clouds,09,2014-04-18,640
463,36.55,29.25,34.18,37.94,1034,66,10.29,,,,,90,Clouds,overcast clouds,10,2014-04-18,558
464,35.82,29.46,34.38,37.36,1034,67,8.05,,,,,90,Clouds,overcast clouds,11,2014-04-18,634
465,36.95,33.15,35.24,38.95,1035,68,4.7,,,,,75,Clouds,broken clouds,12,2014-04-18,665
466,38.41,34.0,36.27,40.95,1035,66,5.82,,,,,90,Clouds,overcast clouds,13,2014-04-18,770
467,40.24,34.32,37.35,42.94,1034,61,9.17,,,,,75,Clouds,broken clouds,14,2014-04-18,877
468,42.69,37.83,39.9,44.94,1033,56,8.05,,,,,40,Clouds,scattered clouds,15,2014-04-18,1139
469,42.91,38.68,39.15,45.95,1033,59,6.93,,,,,75,Clouds,broken clouds,16,2014-04-18,1276
470,44.35,40.41,40.95,45.95,1032,54,6.93,,,,,1,Clear,sky is clear,17,2014-04-18,1165
471,45.66,42.6,42.75,47.37,1031,53,5.82,,,,,1,Clear,sky is clear,18,2014-04-18,1344
472,47.17,47.17,44.55,50.05,1030,50,0.0,,,,,1,Clear,sky is clear,19,2014-04-18,1147
473,47.43,44.71,44.04,49.95,1029,52,5.82,,,,,1,Clear,sky is clear,20,2014-04-18,1055
474,47.89,46.96,44.55,50.95,1029,49,3.36,,,,,1,Clear,sky is clear,21,2014-04-18,1149
475,46.8,43.95,45.23,51.06,1027,54,5.82,,,,,1,Clear,sky is clear,22,2014-04-18,1326
476,45.61,44.37,43.0,50.05,1027,57,3.36,,,,,1,Clear,sky is clear,23,2014-04-18,1026
477,43.72,43.72,41.23,46.92,1026,62,0.0,,,,,1,Clear,sky is clear,00,2014-04-19,635
478,43.86,41.23,42.39,44.94,1027,61,4.7,,,,,1,Clear,sky is clear,01,2014-04-19,443
479,42.76,39.94,41.23,44.55,1026,66,4.7,,,,,1,Clear,sky is clear,02,2014-04-19,301
480,43.0,43.0,41.0,44.55,1026,69,0.0,,,,,1,Clear,sky is clear,03,2014-04-19,223
481,42.85,42.85,41.95,43.41,1025,69,0.0,,,,,1,Clear,sky is clear,04,2014-04-19,151
482,41.94,38.98,39.88,43.14,1025,70,4.7,,,,,1,Clear,sky is clear,05,2014-04-19,154
483,41.83,41.83,39.88,43.14,1025,70,0.0,,,,,1,Clear,sky is clear,06,2014-04-19,176
484,41.85,38.88,39.88,43.14,1024,69,4.7,,,,,1,Clear,sky is clear,07,2014-04-19,221
485,42.03,42.03,38.98,43.41,1024,72,0.0,,,,,1,Clear,sky is clear,08,2014-04-19,290
486,42.04,40.3,38.98,43.41,1024,75,3.36,,,,,1,Clear,sky is clear,09,2014-04-19,386
487,42.82,41.18,39.15,44.94,1024,73,3.36,,,,,1,Clear,sky is clear,10,2014-04-19,464
488,43.9,41.27,40.96,44.94,1025,70,4.7,,,,,1,Clear,sky is clear,11,2014-04-19,542
489,45.97,45.97,42.01,47.26,1025,68,0.0,,,,,1,Clear,sky is clear,12,2014-04-19,603
490,49.86,49.86,46.24,54.95,1025,61,0.0,,,,,1,Clear,sky is clear,13,2014-04-19,616
491,56.32,53.47,53.94,57.94,1025,39,3.36,,,,,1,Clear,sky is clear,14,2014-04-19,677
492,58.77,55.8,57.0,62.38,1025,31,6.93,,,,,1,Clear,sky is clear,15,2014-04-19,912
493,62.06,58.91,60.06,64.38,1025,20,6.93,,,,,1,Clear,sky is clear,16,2014-04-19,1014
494,62.87,59.9,60.75,64.9,1024,22,8.05,,,,,1,Clear,sky is clear,17,2014-04-19,979
495,64.69,61.93,64.35,65.37,1024,23,3.36,,,,,1,Clear,sky is clear,18,2014-04-19,1036
496,66.11,63.41,64.0,67.3,1024,21,9.17,,,,,1,Clear,sky is clear,19,2014-04-19,1004
497,66.07,63.32,63.27,68.31,1023,20,9.17,,,,,1,Clear,sky is clear,20,2014-04-19,828
498,66.09,63.3,63.95,67.98,1024,19,9.17,,,,,1,Clear,sky is clear,21,2014-04-19,992
499,65.89,63.07,64.02,66.94,1024,19,4.7,,,,,1,Clear,sky is clear,22,2014-04-19,1105
500,63.23,60.19,60.75,66.15,1025,20,8.05,,,,,1,Clear,sky is clear,23,2014-04-19,850
501,61.59,58.44,58.95,63.05,1025,21,3.36,,,,,1,Clear,sky is clear,00,2014-04-20,544
502,59.31,56.21,56.23,61.14,1026,27,4.7,,,,,1,Clear,sky is clear,01,2014-04-20,433
503,57.94,54.7,57.0,59.04,1027,27,10.29,,,,,1,Clear,sky is clear,02,2014-04-20,275
504,56.08,52.7,55.0,57.24,1027,28,11.41,,,,,1,Clear,sky is clear,03,2014-04-20,209
505,54.23,50.9,52.38,55.94,1028,33,6.93,,,,,1,Clear,sky is clear,04,2014-04-20,149
506,53.1,49.75,51.39,53.94,1028,35,10.29,,,,,1,Clear,sky is clear,05,2014-04-20,118
